bcr_patient_barcode;dataset;GATA3;PTEN;XBP1;ESR1;MUC1;FN1;GAPDH
BRCA255;BRCA;2856;0.2975;4,33942E+14;5,56142E+14;-0.590625;0.0552083333333333;-1,15633E+14
BRCA256;BRCA;-115875;-0.224571428571429;-0.445166666666667;-1,18633E+14;1754625;-0.134416666666667;-0.115333333333333
BRCA257;BRCA;0.670625;0.200857142857143;1,31783E+14;1,92833E+14;0.668375;0.763875;-0.320416666666667
BRCA258;BRCA;-52445;0.711642857142857;0.12225;-4,64717E+14;0.15375;-0.348916666666667;0.438416666666667
BRCA259;BRCA;2836875;0.629357142857143;29675;2,15167E+14;1879375;0.0852916666666667;-0.320416666666667
BRCA260;BRCA;29515;0.648214285714286;2,24967E+14;5,18467E+14;2773;-3,28654E+14;-2,37567E+14
BRCA261;BRCA;-298025;0.917;-0.872583333333333;-2,37908E+14;124575;-0.435958333333333;-10275
BRCA262;BRCA;2474125;0.405714285714286;2,14567E+14;287625;1432;0.930125;-0.846416666666667
BRCA263;BRCA;-0.71925;0.719928571428571;-2,21042E+14;-0.406333333333333;-1698;-1667125;-0.1935
BRCA264;BRCA;19925;0.449214285714286;4,32208E+14;5921;1105625;-1178;-1,21142E+14
BRCA265;BRCA;2352375;0.0637142857142857;233475;2375;3517625;-0.262833333333333;-0.467333333333333
BRCA266;BRCA;1218875;1,54829E+14;3,62633E+14;-148925;26365;0.302416666666667;-1,23217E+14
BRCA267;BRCA;1585625;1,42879E+14;1,21692E+14;439525;0.777625;-0.916791666666667;-0.970333333333333
BRCA268;BRCA;3293375;1,03214E+14;3,08183E+14;35585;248575;0.440708333333333;-1,64008E+14
BRCA269;BRCA;-310275;-0.624785714285714;-0.175333333333333;-3,20883E+14;24355;-0.873583333333333;0.4335
BRCA270;BRCA;1864375;0.410428571428571;2,08758E+14;2,33292E+14;245975;-0.696416666666667;-0.4765
BRCA271;BRCA;277875;12625;2,39342E+14;4,94308E+14;3201;-0.681791666666667;-0.259833333333333
BRCA272;BRCA;-1232125;0.585928571428571;-0.85125;-15095;1701875;0.444;-0.278833333333333
BRCA273;BRCA;-0.5285;-0.592214285714286;-183025;-469925;-1493875;-0.324625;-0.199833333333333
BRCA274;BRCA;-0.768;-0.734142857142857;0.0659166666666667;-0.205583333333333;1215125;0.377708333333333;-0.508333333333333
BRCA275;BRCA;-0.67325;0.703642857142857;-0.75525;-1,22208E+14;2051125;0.042625;-1,50642E+14
BRCA276;BRCA;166825;1.03;208175;3,06733E+14;22725;-0.676375;-0.916083333333333
BRCA277;BRCA;138825;1991;2,20992E+14;3,06183E+14;35255;1,34017E+14;-1,31667E+14
BRCA278;BRCA;1221875;0.838714285714286;277525;2,84083E+14;3430625;0.263958333333333;-135375
BRCA279;BRCA;-1234375;1,24886E+14;0.554083333333333;-0.34;0.559625;0.590791666666667;-1,35142E+14
BRCA280;BRCA;2418875;1,34429E+14;228425;3641;201475;1,05708E+14;-0.41825
BRCA281;BRCA;-0.40875;0.889642857142857;0.737833333333333;-1,56633E+14;0.21025;-0.90575;-0.26325
BRCA282;BRCA;-0.15525;0.765071428571429;-1909;-0.62475;-0.164125;0.72375;-1,63942E+14
BRCA283;BRCA;172425;0.157785714285714;258725;415225;3864625;1,41667E+14;-0.400083333333333
BRCA284;BRCA;13145;14025;1,87867E+14;1,43533E+14;3590875;3,00796E+14;-0.350583333333333
BRCA285;BRCA;135925;1,41421E+14;23185;2,94042E+14;1895875;0.451208333333333;-0.936416666666667
BRCA286;BRCA;156525;10995;2,34317E+14;324025;-0.760625;0.0472083333333334;-1,13808E+14
BRCA287;BRCA;1564875;1,12636E+14;289675;448275;3472;1,03267E+14;-144975
BRCA288;BRCA;1152375;0.799;2,28508E+14;2,63967E+14;2485875;0.350833333333333;-1,59317E+14
BRCA289;BRCA;-238375;-1,03129E+14;-1,51383E+14;-0.937916666666667;0.22975;0.771958333333333;-0.346916666666667
BRCA290;BRCA;-2087375;1,33057E+14;-1,21608E+14;1,45392E+14;-0.407625;-1578375;-0.470916666666667
BRCA291;BRCA;26605;0.469571428571428;1582;2,62733E+14;228475;0.233541666666667;-14655
BRCA292;BRCA;-380825;0.430714285714286;-1,50258E+14;-3,56967E+14;0.147875;0.824;-0.576583333333333
BRCA293;BRCA;164125;-0.362714285714286;317225;2,50642E+14;30785;0.108625;-0.916583333333333
BRCA294;BRCA;1898625;1,59271E+14;2,81933E+14;4,03467E+14;3046625;-0.066125;-0.8495
BRCA295;BRCA;2507;1,28171E+14;2,17942E+14;3,49133E+14;3147125;-0.87825;-1462
BRCA296;BRCA;252325;-0.619571428571429;2828;4,66558E+14;316975;-0.690541666666667;-1,58267E+14
BRCA297;BRCA;2378;18145;31335;5,18167E+14;2228;-2,07246E+14;-1,35492E+14
BRCA298;BRCA;1360875;0.901642857142857;1,97733E+14;208425;1500375;-1,52154E+14;-2,26283E+14
BRCA299;BRCA;2597;0.658357142857143;16905;33165;29585;0.34475;-1,23142E+14
BRCA300;BRCA;2538875;0.83;1,77883E+14;315675;3511375;-0.62625;-2284
BRCA301;BRCA;-199325;0.593;-0.0368333333333333;-0.345333333333333;213575;0.699541666666667;-114775
BRCA302;BRCA;-0.133125;0.288857142857143;19375;-2,18083E+14;30765;0.306875;-0.6815
BRCA303;BRCA;246625;13055;2,94142E+14;498825;3056375;1,04867E+14;-1,80183E+14
BRCA304;BRCA;1104875;0.579642857142857;0.914416666666667;3,72958E+14;-0.095875;-0.5735;-119125
BRCA305;BRCA;2334125;-0.0767857142857143;2,88933E+14;5,31367E+14;12275;-0.713;-1,29358E+14
BRCA306;BRCA;214075;0.765285714285714;2.71;49665;294825;-0.255125;-1,87108E+14
BRCA307;BRCA;-0.547375;0.212928571428571;-191975;-3,69608E+14;-0.575;-1656625;-0.828666666666667
BRCA308;BRCA;0.444875;0.597428571428572;-0.962416666666666;-1,12167E+14;0.680375;0.120625;0.384333333333333
BRCA309;BRCA;3111125;0.819642857142857;3,07017E+14;4,15408E+14;2693875;0.256166666666667;-1,38817E+14
BRCA310;BRCA;21335;0.908;2,55142E+14;2006;3531375;1,39908E+14;0.321166666666667
BRCA311;BRCA;224575;1,47921E+14;2,46367E+14;3,91042E+14;3224625;1996125;-1,40917E+14
BRCA312;BRCA;348275;-0.510857142857143;261225;5,48458E+14;1289625;-2617125;-0.949
BRCA313;BRCA;2932;0.649714285714286;35785;5,65092E+14;0.620125;0.876416666666667;-15715
BRCA314;BRCA;2872;1,00636E+14;2,14367E+14;35475;274875;1249125;-1,42933E+14
BRCA315;BRCA;1481625;1,14293E+14;343125;476575;2834875;-1728125;-0.8115
BRCA316;BRCA;2205875;1,21443E+14;3,53308E+14;507025;35745;12495;-19985
BRCA317;BRCA;1463375;1,13807E+14;2,16558E+14;2,99592E+14;194225;-2,39979E+14;-2,13567E+14
BRCA318;BRCA;0.942875;0.270714285714286;1,02433E+14;-3,60783E+14;17795;-0.299666666666667;-1,23567E+14
BRCA319;BRCA;-0.69175;0.545214285714286;0.451083333333333;-183325;0.780625;-0.342666666666667;-1,78033E+14
BRCA320;BRCA;-136025;-0.294928571428571;-0.14625;-0.53125;1174125;-0.994625;-105575
BRCA321;BRCA;187475;0.887;3,78392E+14;4,50217E+14;1876;-135525;-214175
BRCA322;BRCA;2615375;0.639142857142857;2,86892E+14;443725;2376125;0.652;-1,49817E+14
BRCA323;BRCA;1897125;10745;32155;3114;2806875;13115;-0.86175
BRCA324;BRCA;264725;1349;28355;49255;2329875;0.242708333333333;0.101666666666667
BRCA325;BRCA;1886;0.602357142857143;2,56233E+14;4709;307725;0.787166666666666;-0.982
BRCA326;BRCA;-138775;0.1225;-12305;-2741;0.743375;1151;-182575
BRCA327;BRCA;1623875;0.898071428571429;194725;2,10667E+14;193775;-0.111;-0.811416666666667
BRCA328;BRCA;20375;1,21529E+14;232125;4262;3056875;0.620166666666667;-0.766333333333333
BRCA329;BRCA;25735;0.413785714285714;3,00242E+14;330975;3127375;-0.934041666666667;-1,36742E+14
BRCA330;BRCA;-0.7675;-0.883428571428571;-1,05658E+14;0.7505;1405;-0.912291666666667;0.72675
BRCA331;BRCA;2653625;10015;31435;4,25467E+14;299125;-0.63625;-0.0296666666666667
BRCA332;BRCA;1903;12555;3,25708E+14;4,76058E+14;2310875;-0.400958333333333;-0.905166666666667
BRCA333;BRCA;29905;0.452357142857143;2,88233E+14;37495;2268;0.348791666666667;-1,34617E+14
BRCA334;BRCA;0.117625;1,15514E+14;2,00142E+14;2,63767E+14;0.808;-2967125;-1,69917E+14
BRCA335;BRCA;1532875;1,42293E+14;2,58358E+14;34255;2940375;0.909041666666667;-1,41442E+14
BRCA336;BRCA;-381625;0.961642857142857;-0.720416666666667;-3,60883E+14;19785;197425;0.540666666666667
BRCA337;BRCA;0.4635;0.378857142857143;2,49867E+14;-0.598583333333333;349025;-0.0809583333333334;-10645
BRCA338;BRCA;0.442125;1,26786E+14;2,07967E+14;341675;1156625;-2,39446E+14;-1,55392E+14
BRCA339;BRCA;2022125;11945;2,20292E+14;2,68983E+14;2901125;1,04358E+14;-1,33617E+14
BRCA340;BRCA;244675;1,20386E+14;2,53492E+14;2,28467E+14;3892375;202875;-1,04008E+14
BRCA341;BRCA;2397375;0.824;0.868916666666667;2,85608E+14;42805;1668;-0.318833333333333
BRCA342;BRCA;2068625;0.774714285714286;2,89033E+14;424675;208025;0.084;-1,08292E+14
BRCA343;BRCA;1576875;0.943285714285714;2,32533E+14;3,55033E+14;1084625;-300075;-1,65233E+14
BRCA344;BRCA;-0.138;-0.485214285714286;0.161666666666667;-1,63092E+14;2709875;2,09354E+14;-0.0490833333333333
BRCA345;BRCA;186375;0.914928571428571;1,10317E+14;3,65433E+14;1613625;1,03492E+14;-1,54442E+14
BRCA346;BRCA;-3234625;2,80279E+14;-19395;-0.422666666666667;-2335875;-2,40733E+14;-2,28958E+14
BRCA347;BRCA;2021625;1,29357E+14;191125;2,35958E+14;2974375;0.667791666666667;-0.662166666666667
BRCA348;BRCA;-0.337625;0.797857142857143;257525;232525;148825;-2909;-1,50983E+14
BRCA349;BRCA;0.64825;0.599071428571428;1788;-240875;242175;1,19592E+14;-189275
BRCA350;BRCA;-231625;2,02164E+14;-133625;0.426666666666667;-208675;-2219;-21465
BRCA351;BRCA;2630375;1354;3,01483E+14;4,94617E+14;2373625;0.428666666666667;-1,34333E+14
BRCA352;BRCA;-258225;0.907357142857143;-1,66708E+14;-323975;-23405;-164025;0.10625
BRCA353;BRCA;0.0645;1316;15475;2,92408E+14;107325;-2,72162E+14;-1,53817E+14
BRCA354;BRCA;229875;0.7905;2,50183E+14;35515;321175;1,07317E+14;-1376
BRCA355;BRCA;-0.496375;2,31564E+14;0.186416666666667;2,31742E+14;-0.1195;-1,44254E+14;-2,75242E+14
BRCA356;BRCA;1828375;1,08829E+14;2,65783E+14;4,50883E+14;3388625;0.248166666666667;-1,40517E+14
BRCA357;BRCA;2478125;1,32857E+14;3,29433E+14;2,88883E+14;3724;-0.0249166666666667;-0.815666666666667
BRCA358;BRCA;1227125;0.505428571428571;1,82942E+14;129725;1966;2,20167E+14;-0.782
BRCA359;BRCA;-20325;0.712142857142857;-0.898416666666667;-2,72033E+14;1426375;-0.15825;-0.61325
BRCA360;BRCA;1008;1,35514E+14;146325;1392;0.992875;-1,89558E+14;-1191
BRCA361;BRCA;217125;0.782571428571429;2205;2,90333E+14;3327625;0.557791666666667;-1,48192E+14
BRCA362;BRCA;-0.282;0.26;-0.980916666666667;-1,89842E+14;0.075125;1,42858E+14;-0.218666666666667
BRCA363;BRCA;128425;1,19386E+14;135025;2,88808E+14;0.64975;-3,73246E+14;-1,69333E+14
BRCA364;BRCA;248625;0.864928571428571;1,83317E+14;301875;3530625;-0.0310833333333333;-1,52692E+14
BRCA365;BRCA;0.183625;0.802928571428571;3,25058E+14;390575;35135;-0.273958333333333;-1849
BRCA366;BRCA;110275;0.7635;27975;4239;2545125;0.650416666666667;-2,31983E+14
BRCA367;BRCA;0.511875;0.9255;1,60892E+14;1,24417E+14;17345;-2591875;-1,42133E+14
BRCA368;BRCA;226775;0.993785714285714;2,58242E+14;2,93633E+14;3195375;1,30033E+14;-107925
BRCA369;BRCA;1592375;1,37836E+14;0.776166666666667;1,05483E+14;254125;140875;-0.192666666666667
BRCA370;BRCA;0.92125;0.917214285714286;1,30483E+14;2,84217E+14;1225125;-3,62746E+14;-1,74042E+14
BRCA371;BRCA;2069125;0.543;1,50683E+14;334025;3057625;-0.0968333333333333;-0.91375
BRCA372;BRCA;249675;1,19857E+14;3,44258E+14;5,00692E+14;35125;-0.940291666666667;-0.964166666666667
BRCA373;BRCA;1251875;1,54436E+14;196725;2,35592E+14;0.934375;-1995875;-1479
BRCA374;BRCA;227675;1,10814E+14;23525;45025;2991;0.644041666666667;-1,13067E+14
BRCA375;BRCA;-0.236375;0.740571428571428;0.788583333333333;14995;0.4485;-1725125;-1,22583E+14
BRCA376;BRCA;-1131375;-0.449714285714286;-0.431;-0.699;3139125;0.439583333333333;-0.637083333333333
BRCA377;BRCA;0.26675;1,42314E+14;1,86267E+14;2,79958E+14;0.81625;-2,20929E+14;-2,11958E+14
BRCA378;BRCA;0.64625;1,63579E+14;1927;3,02867E+14;2642875;1,35679E+14;-0.552
BRCA379;BRCA;0.8315;1193;2,11858E+14;3,46267E+14;143225;-3,12983E+14;-14995
BRCA380;BRCA;2249875;-0.599785714285714;379875;3,93658E+14;1806875;0.643041666666667;-0.963833333333333
BRCA381;BRCA;2009875;1,07736E+14;282275;3,13542E+14;31245;1,02883E+14;-0.539583333333333
BRCA382;BRCA;-0.16525;1,56314E+14;122925;187725;1029375;-29685;-1,51233E+14
BRCA383;BRCA;-0.572125;1858;1831;2,40117E+14;38025;-0.209875;-118825
BRCA384;BRCA;2596125;0.733785714285714;2,63142E+14;473575;2434125;0.721791666666667;-0.944666666666667
BRCA385;BRCA;-33595;2,25321E+14;-1,61117E+14;0.655;-130325;-14365;-2,11042E+14
BRCA386;BRCA;2394;1,82686E+14;2,27742E+14;4,31217E+14;177975;0.766916666666667;-20745
BRCA387;BRCA;14705;0.763357142857143;238775;340125;2654375;0.476875;-1,55408E+14
BRCA388;BRCA;163175;1,43529E+14;2,32792E+14;2,64092E+14;28505;1039125;-1,83108E+14
BRCA389;BRCA;0.20275;1,34436E+14;0.70425;3,10317E+14;0.291125;-2,40783E+14;-23365
BRCA390;BRCA;23195;1,32486E+14;1849;38235;3165;-0.232833333333333;-195325
BRCA391;BRCA;121325;1,58829E+14;1,82067E+14;2,24608E+14;184325;1960375;-1093
BRCA392;BRCA;0.537875;11955;3,05108E+14;2,71258E+14;2030875;-2,75542E+14;-20545
BRCA393;BRCA;2305375;1,53021E+14;2,70417E+14;30485;225925;0.552375;-1,95817E+14
BRCA394;BRCA;0.6205;1,41414E+14;1,31533E+14;2,32183E+14;0.223375;-1,88683E+14;-1,27792E+14
BRCA395;BRCA;-0.7945;0.860285714285714;-0.432666666666667;1,35442E+14;1915125;0.500458333333333;0.427083333333333
BRCA396;BRCA;0.43975;1,26907E+14;1,05658E+14;2,55483E+14;0.483875;-2.78;-1177
BRCA397;BRCA;171375;0.728428571428571;3,70008E+14;4995;3514125;-1,23404E+14;-1,74367E+14
BRCA398;BRCA;1055;1,33443E+14;3,00508E+14;352525;172275;-313925;-2,04417E+14
BRCA399;BRCA;2539375;11665;2464;4,15367E+14;38935;0.542208333333333;-1,29883E+14
BRCA400;BRCA;0.483375;1,41371E+14;334425;2,56633E+14;172975;-232675;-1,58292E+14
BRCA401;BRCA;2199625;1,20986E+14;2,16558E+14;3,04483E+14;2340875;1,66754E+14;-1,65692E+14
BRCA402;BRCA;2237125;0.499;2,28858E+14;3,82483E+14;3887375;-0.8965;-15175
BRCA403;BRCA;0.305125;1,45179E+14;2,10333E+14;2,48733E+14;1042375;-2,50117E+14;-2,38458E+14
BRCA404;BRCA;2142125;1,47914E+14;20795;3,25567E+14;25925;0.37525;-159425
BRCA405;BRCA;0.52825;0.68;0.646083333333333;12165;0.843;-379775;-1,43767E+14
BRCA406;BRCA;2023625;0.6985;2,69567E+14;4,54692E+14;3537125;1,04867E+14;-1,36267E+14
BRCA407;BRCA;0.551;1283;2,38367E+14;1,18808E+14;22215;-3,06267E+14;-1,08008E+14
BRCA408;BRCA;1416875;0.963142857142857;2,22783E+14;12625;33685;1,96279E+14;-0.358166666666667
BRCA409;BRCA;0.85425;1,37164E+14;2,40167E+14;14925;14335;-2,89429E+14;-1,89192E+14
BRCA410;BRCA;0.583;0.461;-1,71458E+14;-1,96883E+14;2074;-1,89917E+14;-0.977416666666667
BRCA411;BRCA;0.503375;1,07464E+14;1,74492E+14;2,06083E+14;0.3335;-3572875;-1,81058E+14
BRCA412;BRCA;197975;11415;3,09258E+14;3601;368075;-0.486916666666667;-105775
BRCA413;BRCA;2968375;0.961571428571429;254575;337425;1905;0.139208333333333;-0.843916666666667
BRCA414;BRCA;0.37475;0.487214285714286;-0.884833333333333;-0.621;-0.66;-0.906125;-1,75983E+14
BRCA415;BRCA;24945;1,50814E+14;3,52542E+14;483825;2626875;0.226666666666667;-1,39692E+14
BRCA416;BRCA;2481125;0.212928571428571;3,83908E+14;43205;2522375;-1376375;-1,54392E+14
BRCA417;BRCA;387625;0.918357142857143;18125;3,70992E+14;2830125;0.131875;-17135
BRCA418;BRCA;2523375;0.953857142857143;2,87417E+14;512925;3341375;0.72875;-1.26
BRCA419;BRCA;-1164625;0.715071428571428;1,05467E+14;-0.954166666666667;3392;-2,49058E+14;-1,45367E+14
BRCA420;BRCA;2871375;0.372785714285714;2,88158E+14;3,38208E+14;331975;0.638;-0.981333333333333
BRCA421;BRCA;1823125;0.484428571428571;1,13767E+14;241125;2605625;0.7805;-0.678166666666667
BRCA422;BRCA;2162;0.950785714285714;2,50842E+14;4,69692E+14;1087375;0.842541666666667;-1,06033E+14
BRCA423;BRCA;264125;0.351928571428571;2,63842E+14;3,92033E+14;323025;-2,30604E+14;-1,51633E+14
BRCA424;BRCA;268275;1,13336E+14;0.6225;2,11283E+14;2227625;0.92125;-1439
BRCA425;BRCA;1.23;0.465071428571429;2,68167E+14;2,78042E+14;110975;-2538875;-1,41558E+14
BRCA426;BRCA;154275;1,45343E+14;2,21417E+14;3,17867E+14;2246;-0.6145;-1,57208E+14
BRCA427;BRCA;1663375;0.805142857142857;32835;3,83758E+14;1742;1,49133E+14;-1,66967E+14
BRCA428;BRCA;0.59875;1,14407E+14;2,24133E+14;3,44408E+14;1779625;-2293125;-1,50833E+14
BRCA429;BRCA;1187375;1,16664E+14;3,18492E+14;3,13308E+14;3147;2036625;-0.9715
BRCA430;BRCA;-308825;1,66721E+14;-183725;0.644;-1659375;-2,28379E+14;-2,18717E+14
BRCA431;BRCA;2389125;0.343214285714286;2,81833E+14;4,28892E+14;303375;0.168875;-12045
BRCA432;BRCA;0.35775;0.683785714285714;207425;2,47917E+14;2367375;-3289875;-1,49433E+14
BRCA433;BRCA;264875;1186;2484;2,89842E+14;2391875;0.618208333333333;-110475
BRCA434;BRCA;20645;0.784142857142857;2198;5,12567E+14;13515;-0.0266666666666667;-1,92992E+14
BRCA435;BRCA;1811875;0.930071428571429;3,24567E+14;4,35558E+14;3330625;1,40421E+14;-1,31892E+14
BRCA436;BRCA;214075;1,13236E+14;4,29558E+14;4,92508E+14;33125;0.379875;-1,45417E+14
BRCA437;BRCA;0.516;1,03229E+14;2,25533E+14;2,95158E+14;141725;-2139;-1,66408E+14
BRCA438;BRCA;250575;1,30193E+14;11085;37835;3613125;-1,53854E+14;-1,15042E+14
BRCA439;BRCA;1487125;1,60757E+14;2,61433E+14;3,28317E+14;31965;-0.650791666666667;-1,74908E+14
BRCA440;BRCA;2089375;0.272571428571429;30685;4,02592E+14;309775;-0.875125;-0.738583333333333
BRCA441;BRCA;2010375;1063;2,28642E+14;443225;320075;0.442333333333334;-1,66767E+14
BRCA442;BRCA;1296375;0.486142857142857;0.818916666666667;3,37542E+14;2746875;-0.829791666666666;-1,34617E+14
BRCA443;BRCA;247925;0.529214285714286;207175;5,04133E+14;1184375;-1597;-1,68917E+14
BRCA444;BRCA;2279375;0.525;2,63083E+14;3,46758E+14;14495;0.837708333333333;-105225
BRCA445;BRCA;1207625;0.965428571428572;228575;3,41192E+14;3374125;1,13633E+14;-1,22533E+14
BRCA446;BRCA;0.0315;0.584642857142857;0.23075;0.187;0.928375;0.189333333333333;-1,14867E+14
BRCA447;BRCA;1984125;1,39107E+14;3,32183E+14;53045;3118625;-0.799708333333334;-13865
BRCA448;BRCA;277425;1,18264E+14;3,26992E+14;2,69733E+14;2880375;1,02483E+14;-0.959583333333333
BRCA449;BRCA;17285;0.448714285714286;240325;413025;2290875;0.575166666666667;-1,33592E+14
BRCA450;BRCA;170625;1135;1,81692E+14;2,03983E+14;27895;0.743375;-1,41792E+14
BRCA451;BRCA;-3226625;-0.655285714285714;-0.271833333333333;-33465;0.661875;0.319083333333333;-0.347416666666667
BRCA452;BRCA;1614625;1,00507E+14;18865;2,48508E+14;2714125;0.535;-0.821
BRCA453;BRCA;0.6325;0.601071428571428;-10365;-2,58192E+14;12795;1,62508E+14;0.247916666666667
BRCA454;BRCA;1290875;0.341428571428571;2,62717E+14;4,06542E+14;3483;-0.502291666666667;-1,82667E+14
BRCA455;BRCA;25085;1,11979E+14;2,35733E+14;30855;3537;1793375;-12655
BRCA456;BRCA;-0.3555;18415;1,19317E+14;1,38742E+14;0.858625;-2,77683E+14;-24165
BRCA457;BRCA;2249125;1,25721E+14;1,76608E+14;2,61433E+14;3585625;1,61542E+14;-111825
BRCA458;BRCA;0.966875;2,46607E+14;1,77708E+14;1,66092E+14;0.840875;-2,84483E+14;-1,21058E+14
BRCA459;BRCA;-1011875;0.422357142857143;-1,97142E+14;-1,54442E+14;-1592375;-1,01804E+14;1,45858E+14
BRCA460;BRCA;0.769875;1,44993E+14;171425;3,41433E+14;117425;-2,04971E+14;-1,66258E+14
BRCA461;BRCA;134175;1,51457E+14;1,91817E+14;4,23408E+14;19055;-2,33283E+14;-0.868916666666666
BRCA462;BRCA;0.13775;1,24207E+14;1,64258E+14;213925;1050375;-1,10329E+14;-17575
BRCA463;BRCA;100375;1,73721E+14;160675;3039;256375;12395;-1,04883E+14
BRCA464;BRCA;0.404125;1,65907E+14;19085;3,33942E+14;-0.099;-2838125;-2,82758E+14
BRCA465;BRCA;201125;0.959428571428571;2,96692E+14;5,36992E+14;-0.242;-0.409708333333333;-1,43758E+14
BRCA466;BRCA;0.222125;1,63757E+14;0.620833333333333;20235;0.51375;-35455;-2,48742E+14
BRCA467;BRCA;2051125;0.882642857142857;3,28717E+14;1,46108E+14;32195;0.621958333333333;-0.696
BRCA468;BRCA;1215625;1,43686E+14;137525;2,68267E+14;0.345;-2,52896E+14;-1,49542E+14
BRCA469;BRCA;-148875;0.229071428571429;-0.290833333333333;-2,04833E+14;2254625;-0.935958333333333;-0.294083333333333
BRCA470;BRCA;0.0855;2,31964E+14;0.84025;311925;-0.03275;-177025;-2,07408E+14
BRCA471;BRCA;2276125;0.748428571428571;156325;0.502;0.724375;-0.25775;0.454666666666667
BRCA472;BRCA;-0.015625;1,28629E+14;105925;290725;1058125;-2656125;-2,03192E+14
BRCA473;BRCA;2751875;0.863428571428572;3,46817E+14;4,58083E+14;3448875;-14825;-179075
BRCA474;BRCA;1932625;-0.1815;1592;3,00158E+14;329825;1,27083E+14;-1,22033E+14
BRCA475;BRCA;0.03125;16015;1679;3,03417E+14;1.25;-2,73608E+14;-2,16792E+14
BRCA476;BRCA;167825;0.409642857142857;2,80133E+14;347975;1908375;1,20167E+14;-0.378083333333333
BRCA477;BRCA;0.365375;0.132571428571429;0.832583333333333;1689;0.9905;-2,49417E+14;-198225
BRCA478;BRCA;-2178875;1,20521E+14;-1,21917E+14;-1,49292E+14;2169;-0.0449166666666667;-0.606666666666667
BRCA479;BRCA;-3446625;1,69164E+14;-226125;-0.474583333333333;-1891375;-0.893208333333333;-2,53692E+14
BRCA480;BRCA;139125;1,02279E+14;1,39092E+14;3734;2709375;1,71192E+14;-107775
BRCA481;BRCA;2237125;1,46329E+14;1,88983E+14;358525;-0.5725;1273625;-128625
BRCA482;BRCA;0.657375;1,59607E+14;0.93425;2,23333E+14;0.691375;-2,35996E+14;-229725
BRCA483;BRCA;2574375;0.9105;2,59508E+14;4,73833E+14;3805;-0.0755416666666666;-208425
BRCA484;BRCA;0.01;1,15586E+14;1,34283E+14;29355;1378375;-2,41492E+14;-1,90217E+14
BRCA485;BRCA;1529875;0.978428571428571;2,33767E+14;4,55717E+14;2351625;0.00995833333333331;-1,73683E+14
BRCA486;BRCA;19105;1,43329E+14;2,31692E+14;2,87133E+14;3987625;1,18908E+14;-0.197333333333333
BRCA487;BRCA;0.3135;17435;1,31083E+14;3,11567E+14;1900875;-1,75458E+14;-3,11942E+14
BRCA488;BRCA;151075;1,11514E+14;2538;2,85058E+14;253525;-0.370625;-147075
BRCA489;BRCA;0.2335;1,98079E+14;0.854583333333333;237425;106975;-216525;-2274
BRCA490;BRCA;-2970125;1129;-0.0560833333333333;-165875;2.55;-0.0605833333333333;-1424
BRCA491;BRCA;-1502625;1,18064E+14;-0.731;0.637666666666667;0.969;-0.636625;-1,37033E+14
BRCA492;BRCA;-0.696875;1,21957E+14;1,13117E+14;-0.8125;1190625;1225125;-0.5245
BRCA493;BRCA;34275;0.499071428571429;2,52317E+14;5,08917E+14;-1639375;-1,39933E+14;-1,69408E+14
BRCA494;BRCA;295175;0.525357142857143;2,55858E+14;3,86333E+14;177975;1,73158E+14;-0.871416666666667
BRCA495;BRCA;0.19925;18245;2,66892E+14;2,93733E+14;1889375;1,44917E+14;-0.410833333333333
BRCA496;BRCA;-3538125;1,33807E+14;-0.553083333333333;-3,06258E+14;1078875;0.915041666666666;-0.589583333333333
BRCA497;BRCA;0.361;1,30286E+14;172675;-0.833;2566;1,23183E+14;-0.70025
BRCA498;BRCA;199325;1,28557E+14;3,14883E+14;185425;2197375;1196125;-0.323583333333333
BRCA499;BRCA;2425125;0.22;1,28033E+14;2423;1.45;-16255;-0.808166666666667
BRCA500;BRCA;-1074875;0.401285714285714;0.329666666666667;-1,13358E+14;-0.84975;-0.426875;-209375
BRCA501;BRCA;2067875;0.469;326475;2,54733E+14;0.688375;1,55042E+14;-0.52425
BRCA502;BRCA;3001875;0.123428571428571;307825;4,42533E+14;0.204;-0.62275;-0.772083333333333
BRCA503;BRCA;1836375;1,50336E+14;1,16692E+14;3,20292E+14;2320375;0.245791666666667;-1,12958E+14
BRCA504;BRCA;1090125;1,76543E+14;271075;-2,80033E+14;348225;0.828583333333333;-0.430083333333333
BRCA505;BRCA;1045875;0.819642857142857;1,05017E+14;2,82867E+14;0.21425;0.614208333333333;-0.944416666666667
BRCA506;BRCA;-0.70025;0.302214285714286;-0.462833333333333;-2,55533E+14;1988625;1,78271E+14;-0.619166666666667
BRCA507;BRCA;1505625;0.374785714285714;-0.75475;4,09817E+14;227525;1,27017E+14;-1,06333E+14
BRCA508;BRCA;2975375;0.702857142857143;3599;3,94992E+14;2067125;-2,36033E+14;-0.732333333333333
BRCA509;BRCA;-1124;-1,32821E+14;-1,82892E+14;-2,39008E+14;-0.495875;-1,10529E+14;-209125
BRCA510;BRCA;-0.359375;1,03321E+14;1,67942E+14;-2,53817E+14;2547625;0.723375;-1,08183E+14
BRCA511;BRCA;1673;0.389285714285714;1,81733E+14;-0.809;0.199875;1137;0.531583333333333
BRCA512;BRCA;219025;-0.320642857142857;0.694583333333333;0.636583333333333;3296625;1,02833E+14;-1,09408E+14
BRCA513;BRCA;1233875;1,13343E+14;1,51033E+14;0.941166666666667;-1503125;1500375;-0.591333333333333
