bcr_patient_barcode;dataset;GATA3;PTEN;XBP1;ESR1;MUC1;FN1;GAPDH
BRCA514;BRCA;1006375;13345;1,95733E+14;375175;-1044;-0.0467083333333333;0.13625
BRCA515;BRCA;2051;0.8245;2,54083E+14;3,10233E+14;33935;-10055;-145725
BRCA516;BRCA;1687;0.978928571428572;1306;2,12592E+14;34325;0.0702916666666667;-0.393
BRCA517;BRCA;1837;-0.722714285714286;1,93258E+14;4,85333E+14;102425;0.920166666666667;-0.67975
BRCA518;BRCA;2455625;0.342928571428571;2,01367E+14;4,80333E+14;0.08975;0.525708333333333;-1123
BRCA519;BRCA;-1038625;0.297214285714286;-0.706083333333333;2,54783E+14;-1330875;-0.772708333333333;-0.861916666666667
BRCA520;BRCA;-3908875;0.154357142857143;0.27625;-2,90617E+14;180075;0.984166666666667;0.567166666666667
BRCA521;BRCA;2718875;1,50536E+14;2,97283E+14;4,19992E+14;1379375;-0.680875;-118375
BRCA522;BRCA;1586125;0.850357142857143;2998;2,77408E+14;2592125;1,73008E+14;-1,07008E+14
BRCA523;BRCA;-139225;-0.1835;0.9815;-2,38608E+14;0.727875;1857375;-1,10942E+14
BRCA524;BRCA;-2502375;0.780714285714286;0.42275;-38335;1867875;-1,22196E+14;0.779333333333333
BRCA525;BRCA;2379875;0.872857142857143;3,51658E+14;4,14608E+14;102275;-0.891958333333334;-173325
BRCA526;BRCA;2232625;0.766071428571429;2,90858E+14;477975;3324;14305;-1,51783E+14
BRCA527;BRCA;-3499625;1,56686E+14;-0.594916666666667;-326975;-1205625;-0.884833333333333;-0.665666666666667
BRCA528;BRCA;2419;0.631571428571429;2,49142E+14;5,44367E+14;-0.988625;-0.108916666666667;-145625
BRCA529;BRCA;2394;0.805285714285714;265575;4,41558E+14;2818375;-0.974333333333333;-1,68092E+14
BRCA530;BRCA;238775;0.755;3,78042E+14;4,21583E+14;3378875;-1595625;-0.537416666666667
BRCA531;BRCA;102575;0.585571428571429;1752;20405;1.56;0.593208333333333;-1,80992E+14
BRCA532;BRCA;181625;0.584428571428571;2,90717E+14;4,34508E+14;-0.366;0.405083333333333;-1,45733E+14
BRCA533;BRCA;3546125;0.815142857142857;259375;4,09683E+14;3378;0.966083333333333;-2,02792E+14
BRCA534;BRCA;2722375;-0.220357142857143;2,56083E+14;4,62292E+14;2423;0.602916666666667;-0.593333333333333
BRCA535;BRCA;1787375;-0.114357142857143;0.700666666666667;42255;205125;0.0972083333333333;-0.911833333333333
BRCA536;BRCA;31135;0.846142857142857;473675;5,31317E+14;3218125;107175;-1,17283E+14
BRCA537;BRCA;2313125;0.891357142857143;1,95208E+14;3,17417E+14;3238;1,81821E+14;-10065
BRCA538;BRCA;0.4115;-1,98757E+14;-0.703666666666667;-3474;1267375;-0.598208333333333;0.00666666666666666
BRCA539;BRCA;190875;1,47986E+14;198625;436725;3198625;0.0638333333333334;-0.14575
BRCA540;BRCA;0.358375;0.627285714285714;0.278416666666667;-2,43242E+14;1983375;-0.299541666666667;-0.429833333333333
BRCA541;BRCA;2859125;-0.3445;1,86533E+14;5,16192E+14;311825;-0.937166666666667;-19515
BRCA542;BRCA;-2518125;0.00242857142857144;-1154;-3,62933E+14;0.865375;0.350708333333333;-0.629916666666667
BRCA543;BRCA;2626875;0.355571428571428;31855;5,13717E+14;-1292375;-1427375;-1,52233E+14
BRCA544;BRCA;2690375;-0.00400000000000001;2,56258E+14;4,01367E+14;1737875;-0.178208333333333;-0.766083333333333
BRCA545;BRCA;1543125;1,11086E+14;19985;175975;3079875;0.6035;-0.669083333333333
BRCA546;BRCA;1998375;0.888142857142857;1,56508E+14;37035;178725;0.302458333333333;-0.58025
BRCA547;BRCA;-2527;0.0467142857142857;1,14333E+14;-0.933416666666667;1160125;-1,30433E+14;-1,81258E+14
BRCA548;BRCA;-2204875;1,08214E+14;-161625;-1,30558E+14;1592875;0.103375;0.393166666666667
BRCA549;BRCA;2.57;-0.0820714285714286;203475;3,50317E+14;2143125;0.297416666666667;-1,77883E+14
BRCA550;BRCA;-0.4445;1,28129E+14;-0.993416666666667;-2,53142E+14;1355875;0.261125;-0.1955
BRCA551;BRCA;13415;0.927857142857143;3,52567E+14;-0.3725;3229875;2071;-0.0970833333333334
BRCA552;BRCA;-0.192875;13655;0.595333333333333;-0.799416666666667;2,07314E+14;1,17621E+14;0.3785
BRCA553;BRCA;1361625;0.681142857142857;1,35942E+14;2,64133E+14;4052375;23905;-0.0545
BRCA554;BRCA;2954125;0.474428571428571;3,03133E+14;4,54517E+14;277375;0.967375;-0.923333333333333
BRCA555;BRCA;3496625;0.896214285714286;327375;458125;159375;-116025;-1901
BRCA556;BRCA;2618625;0.903857142857143;3,84417E+14;5,60767E+14;245425;-0.68475;-1,57242E+14
BRCA557;BRCA;-3894625;1,78129E+14;-2,08292E+14;0.447083333333333;-23845;-0.752958333333333;-17225
BRCA558;BRCA;-2852375;0.270928571428571;-1,28383E+14;-419175;-0.409875;-1626;-132225
BRCA559;BRCA;-0.957;-0.456714285714286;0.752333333333333;-1,39083E+14;247175;-0.139291666666667;-0.807416666666667
BRCA560;BRCA;10205;-0.114;2,25983E+14;240475;-1731375;0.0951666666666666;-1641
BRCA561;BRCA;1242125;1,25564E+14;192175;2748;1003375;0.733916666666667;-1,09158E+14
BRCA562;BRCA;1529625;0.916142857142857;2,21583E+14;4642;292625;1308875;-0.99125
BRCA563;BRCA;2908375;0.783;2;2,66408E+14;3035625;0.208291666666667;-1,56208E+14
BRCA564;BRCA;1636375;1,97114E+14;2,51592E+14;3,74042E+14;3057875;-1,82433E+14;-1851
BRCA565;BRCA;1610375;1,85121E+14;2,35258E+14;1,97833E+14;2522375;-0.253791666666667;-1,03142E+14
BRCA566;BRCA;211025;1,48014E+14;2,32517E+14;5,00142E+14;1164;-0.450625;-14565
BRCA567;BRCA;294025;0.532785714285714;3,39667E+14;4,92633E+14;325975;-0.662916666666666;-1444
BRCA568;BRCA;269325;0.464142857142857;1,67358E+14;2,47617E+14;413225;1,66671E+14;-0.436333333333333
BRCA569;BRCA;-1878625;2,69264E+14;-1,58717E+14;0.787333333333333;-15865;-2,45229E+14;-2,43183E+14
BRCA570;BRCA;2858625;1,64329E+14;1,83042E+14;3,87258E+14;3439875;-0.621583333333333;-2,13667E+14
BRCA571;BRCA;2026875;1276;2,87642E+14;2,28942E+14;337175;0.177958333333333;-133775
BRCA572;BRCA;259225;1,20193E+14;3,32767E+14;4,87908E+14;3384875;-2547;-1,19383E+14
BRCA573;BRCA;183925;0.933;224125;4,41642E+14;30915;-0.11075;-1,74442E+14
BRCA574;BRCA;19105;0.993071428571428;3,99358E+14;4,01108E+14;3529625;2,18671E+14;-1,46833E+14
BRCA575;BRCA;-0.703375;2,49479E+14;1,92558E+14;2,26958E+14;-0.095375;-0.792583333333333;-2,11592E+14
BRCA576;BRCA;1683125;0.720857142857143;2,40833E+14;3,53742E+14;2451375;-0.0319583333333333;-1,95308E+14
BRCA577;BRCA;222775;0.215214285714286;0.840666666666666;44195;1602125;-0.3015;-0.653916666666667
BRCA578;BRCA;169675;0.347785714285714;304075;4428;2643875;-0.968375;-176625
BRCA579;BRCA;2822125;0.355642857142857;3,99092E+14;5,23433E+14;2278375;-0.728458333333333;-0.894666666666667
BRCA580;BRCA;2620375;0.6915;2635;3,91817E+14;-0.121;-2,11904E+14;-101975
BRCA581;BRCA;338675;0.152928571428571;45725;5097;2624625;-0.989625;-0.24375
BRCA582;BRCA;-130025;1,65314E+14;-1,45483E+14;-2,10417E+14;-2326625;0.385291666666667;0.423083333333333
BRCA583;BRCA;-2806875;0.878428571428572;17125;-3423;346225;1098125;-0.754833333333333
BRCA584;BRCA;12435;0.743785714285714;1,86417E+14;0.706;3564625;0.586583333333333;-0.711166666666667
BRCA585;BRCA;3046875;0.764642857142857;31195;4,74533E+14;2496125;-0.436791666666667;-2,28283E+14
BRCA586;BRCA;-1202;-0.5115;-1,30658E+14;-2,41017E+14;0.2005;-170725;-0.483666666666667
BRCA587;BRCA;0.148625;0.640142857142857;0.35475;0.792;0.480625;-1755;-1,34808E+14
BRCA588;BRCA;-29405;2,63643E+14;-165975;0.555666666666667;-2133875;-2,12467E+14;-1,86583E+14
BRCA589;BRCA;1471;1,44493E+14;2,69617E+14;3,11383E+14;3192375;1,53842E+14;-131175
BRCA590;BRCA;1700875;0.241142857142857;2,09292E+14;3,79467E+14;3538125;-0.122708333333333;-13515
OV1;OV;-34605;0.815714285714286;-0.602666666666667;30425;2660875;-2,04671E+14;-167925
OV2;OV;-368925;0.863785714285714;0.929166666666667;31055;2137625;-2,25196E+14;-1,54283E+14
OV3;OV;-380875;0.881571428571428;-0.0015;2,60383E+14;2727375;-2,02217E+14;-178675
OV4;OV;-4350625;-1,90071E+14;-1,00592E+14;2,30108E+14;1920375;0.0710416666666667;-0.81725
OV5;OV;-4534375;0.785857142857143;0.161166666666667;1,84817E+14;1857875;-0.307208333333333;-1,25042E+14
OV6;OV;-38755;-0.536642857142857;-0.901583333333333;15495;2892875;-2,69604E+14;-1,93667E+14
OV7;OV;-34525;0.599285714285714;-1059;258875;2745125;-2,53854E+14;-1,52967E+14
OV8;OV;-4246;0.826571428571429;-15185;1,65458E+14;321575;0.987291666666667;-205975
OV9;OV;-31515;0.653071428571429;-0.978083333333333;0.665666666666667;2641375;11295;-1,04117E+14
OV10;OV;-4.25;0.5485;-1,07558E+14;251275;3201875;-1,57258E+14;0.0429166666666667
OV11;OV;-3986125;0.230571428571429;-1,72133E+14;2,86517E+14;2945375;-0.94175;-1,04183E+14
OV12;OV;-3432625;-0.0116428571428571;-0.686166666666667;2,87833E+14;27385;-0.307583333333333;-1,47617E+14
OV13;OV;-3214375;-0.3815;-1,01458E+14;226925;2735875;-2,23692E+14;-0.917166666666667
OV14;OV;-431425;0.0290714285714285;-2,35533E+14;1,56458E+14;1395375;-0.390791666666667;-103775
OV15;OV;-4460875;-0.210357142857143;-0.8345;1,23792E+14;2958375;-1,75567E+14;-0.5995
OV16;OV;-4127375;0.0209285714285714;-2,17917E+14;2,48467E+14;136175;-19795;-1,74017E+14
OV17;OV;-3832375;1,27164E+14;-2,05142E+14;1,63508E+14;0.3255;-1,84442E+14;-0.933166666666667
OV18;OV;-5239375;-0.142928571428571;-181975;-1,92083E+14;0.969;-2,67521E+14;-0.2255
OV19;OV;-472275;1,14336E+14;0.349666666666667;1,54467E+14;2130125;-0.564375;-0.178416666666667
OV20;OV;-4294375;0.428;-0.336416666666667;0.938166666666667;1963125;-1,48496E+14;-0.267833333333333
OV21;OV;-3511125;1,22564E+14;0.978166666666667;2,44317E+14;3122;-13815;-1,06833E+14
OV22;OV;-4217625;1,53693E+14;-0.2405;0.829916666666667;0.429625;-2,42242E+14;-0.353666666666667
OV23;OV;-5552125;0.447928571428572;-1,29492E+14;179425;276425;-215425;-1,46817E+14
OV24;OV;-4704125;0.7465;-0.87775;21535;2435;-3166125;-1,26517E+14
OV25;OV;-4718375;-0.587071428571429;-0.387333333333333;0.769166666666667;0.90325;-3048875;-2,30333E+14
OV26;OV;-4442125;-1,35243E+14;-0.803083333333333;244675;2352625;-2153875;-0.665583333333333
OV27;OV;-5295875;-0.749428571428571;-253975;0.87975;266675;-2,93408E+14;-1,05767E+14
OV28;OV;-526575;-0.0142857142857143;-0.667666666666667;0.890583333333333;14855;-0.972458333333333;-0.762916666666667
OV29;OV;-4521375;-0.0456428571428572;-2,45683E+14;0.112;1317625;-3,67571E+14;-1,00533E+14
OV30;OV;-596325;0.541142857142857;-238575;278175;0.560125;-3,04783E+14;-1,19058E+14
OV31;OV;-4496375;0.506214285714286;-1,10608E+14;0.883833333333333;168425;-1,47504E+14;-0.88125
OV32;OV;-4011875;1907;-0.218;331975;2654625;-2,84267E+14;-0.461916666666667
OV33;OV;-49755;1,63536E+14;-1,32092E+14;2,54683E+14;2302625;-156075;-1,14217E+14
OV34;OV;-4660625;0.306928571428571;-1,55742E+14;1,55392E+14;2281625;-255375;-1,21617E+14
OV35;OV;-3726125;-0.106928571428571;-0.805333333333333;232725;263425;0.729708333333334;-1,01942E+14
OV36;OV;-2661625;1,05014E+14;-227275;1,59092E+14;2765875;-2,46483E+14;0.786416666666667
OV37;OV;-467825;1,14336E+14;-17125;1,53617E+14;1366625;-2,46496E+14;-0.683333333333333
OV38;OV;-2265875;-0.00692857142857143;-1,93158E+14;-0.432583333333333;0.66975;-1593875;-0.770916666666667
OV39;OV;-4867375;0.387571428571429;-2542;0.994583333333333;0.58375;-0.687833333333333;-1396
OV40;OV;-3949;0.941071428571428;-16295;1,90033E+14;2017125;-2,89808E+14;-0.999666666666667
OV41;OV;-4512125;-0.0303571428571429;0.146583333333333;3,39458E+14;3037875;-1,03458E+14;-163375
OV42;OV;-361775;0.607214285714286;-0.44625;1812;3763;-2,48279E+14;-1,43217E+14
OV43;OV;-2901375;0.657071428571429;-0.299583333333333;0.490166666666667;3028625;-3,10546E+14;-1,02092E+14
OV44;OV;-3662;0.897428571428572;-2,46267E+14;2,12508E+14;182475;-1484125;-1,56583E+14
OV45;OV;-3827125;-0.432;0.405833333333333;1,46883E+14;3115625;-1,69729E+14;-19255
OV46;OV;-4784125;0.407071428571429;-2879;1,21042E+14;-0.16425;-0.868083333333333;-0.813333333333333
OV47;OV;-4701125;0.777857142857143;-0.261583333333333;1,68508E+14;219725;-2,42892E+14;-0.867083333333333
OV48;OV;-4562625;1,01529E+14;-123775;18205;1632;-0.862458333333333;-0.595083333333333
OV49;OV;-46945;1,19307E+14;-1752;2,01383E+14;21325;-1,38179E+14;-0.115833333333333
OV50;OV;-4217;0.923285714285715;-0.452833333333333;23285;2661875;-3,16417E+14;-1208
OV51;OV;-4154375;-0.646714285714286;-0.379833333333333;2,49592E+14;2921125;-1,96696E+14;-1,14308E+14
OV52;OV;-44935;1,59793E+14;-1,69567E+14;1,67292E+14;259625;-2,62229E+14;-0.850583333333333
OV53;OV;-4524875;0.7535;-0.104833333333333;2,18892E+14;258625;-1,06517E+14;-0.616
OV54;OV;-43205;-0.0846428571428572;-0.791416666666667;1,35392E+14;3096875;-0.462583333333333;-0.550416666666667
OV55;OV;-4.66;1,20714E+14;-0.725833333333333;0.743916666666667;1101875;-20835;-1,30583E+14
OV56;OV;-4952375;1,12143E+14;-1,08608E+14;3,01592E+14;3269625;-2,36892E+14;-0.880583333333333
OV57;OV;-4893375;1,12107E+14;-0.516583333333333;2,31233E+14;3268625;-2,88346E+14;-1,68683E+14
OV58;OV;-5231375;0.659857142857143;-2327;3123;2024375;-3,31792E+14;-229675
OV59;OV;-534225;-0.0995714285714285;-2,31158E+14;-2,00492E+14;1018;-31075;-0.928666666666667
OV60;OV;-4705125;0.0921428571428572;-1,97217E+14;1,37108E+14;2629875;-2,28283E+14;-2573
OV61;OV;-4232;-0.0479999999999999;-0.482916666666667;19965;1498875;-234825;-0.656916666666667
OV62;OV;-4847125;1604;-1,74292E+14;18695;1285125;-1,91483E+14;-0.0188333333333333
OV63;OV;-4518375;-0.369428571428571;-0.571583333333333;1,66383E+14;3714375;-2,70696E+14;-1,26042E+14
OV64;OV;-5212375;0.431;-254225;0.558666666666667;110875;-3,23467E+14;-1,22342E+14
OV65;OV;-5349125;0.357857142857143;-0.38875;172575;14305;-2,90167E+14;-1817
OV66;OV;-5582875;0.315142857142857;-0.374916666666667;1,38933E+14;136775;-2,93208E+14;-0.00791666666666669
OV67;OV;-383525;1811;-0.84875;1,91508E+14;3539;-2,36629E+14;-0.0444166666666667
OV68;OV;-44795;0.408857142857143;-0.889;1,33283E+14;2236125;-234375;0.1465
OV69;OV;-571175;1,26864E+14;-11995;-192225;0.13725;-2,35408E+14;-0.023
OV70;OV;-500075;1,65879E+14;1,91058E+14;0.38825;2615;-3151625;-132675
OV71;OV;-515275;0.7075;-1,05342E+14;16025;2379625;-2612125;-1,30642E+14
OV72;OV;-41635;0.653285714285714;-0.255;177625;329075;-2,37921E+14;-1022
OV73;OV;-3186375;-0.00985714285714285;-1,87267E+14;-2,07842E+14;171175;-0.583791666666667;0.4065
OV74;OV;-3475375;1,04886E+14;-2.82;1,44858E+14;1241875;-0.813583333333333;-0.219166666666667
OV75;OV;-3468;0.521642857142857;-2,10617E+14;1569;2884125;-2,17971E+14;-0.136416666666667
OV76;OV;-35305;-0.354214285714286;-0.871666666666667;-2,09892E+14;137225;0.131708333333333;0.432416666666667
OV77;OV;-379525;0.345571428571429;-2,58733E+14;187025;266225;-2297875;-0.585583333333333
OV78;OV;-38415;0.279071428571429;-2,60717E+14;0.240583333333333;-0.046625;-2299875;-1,15417E+14
OV79;OV;-3282625;0.114;0.510916666666667;2512;316375;-2682125;-0.7715
OV80;OV;-2393125;-0.790785714285714;0.0195;0.882583333333334;118975;-1651;-167875
OV81;OV;-3359;-0.750357142857143;-121775;2,17617E+14;308375;-2,69342E+14;-143625
OV82;OV;-340275;0.498;-1,92608E+14;165675;232025;-1,91917E+14;-1,03392E+14
OV83;OV;-37025;-0.627214285714286;0.68225;1102;0.84925;-296625;-0.747666666666667
OV84;OV;-33445;-2,75036E+14;-0.805083333333333;2,16383E+14;3411;-2,27179E+14;-0.4345
OV85;OV;-33555;-0.522;-2,48583E+14;1,88342E+14;2417625;-2.61;-1.47
OV86;OV;-27585;-0.3415;-0.5135;1,66792E+14;2743875;-2265125;-1,84767E+14
OV87;OV;-3499125;0.714142857142857;-1898;1,41992E+14;2936375;-2,16471E+14;-0.154916666666667
OV88;OV;-3406625;0.820857142857143;-1,65617E+14;0.683916666666667;1663375;-1,55608E+14;-0.713166666666667
OV89;OV;-391125;0.241428571428571;-0.402;1,50142E+14;16125;-1,22992E+14;-0.606
OV90;OV;-3624875;0.882714285714286;-2,03058E+14;1,72092E+14;3812;-233175;-0.69475
OV91;OV;-36695;0.844142857142857;-2,60117E+14;148375;2178;-2,46246E+14;-0.860083333333333
OV92;OV;-2995;-0.271071428571429;-1,70042E+14;138125;249875;-0.556041666666667;-0.1995
OV93;OV;-297375;0.0326428571428572;-162625;261275;1378;-1831;-0.2125
OV94;OV;-380075;1,17986E+14;-2,00758E+14;1,58933E+14;250325;-0.882291666666667;-1,32033E+14
OV95;OV;-3063875;-0.0247142857142857;-15615;2,91317E+14;3018125;-1,73042E+14;-0.794416666666667
OV96;OV;-3169375;0.384785714285714;-1,29567E+14;2,33942E+14;2145875;-0.0886666666666667;-0.424583333333333
OV97;OV;-3534375;-0.338928571428571;-0.726916666666667;0.662833333333333;2969875;-1,60892E+14;-0.773416666666667
OV98;OV;-3489;-0.398857142857143;-1,28733E+14;0.243;136375;-2,08304E+14;-0.487166666666667
OV99;OV;-3334375;1271;-0.67375;1,73742E+14;354725;-0.447916666666667;-0.665083333333333
OV100;OV;-3952875;1217;-0.51125;-0.616416666666667;246175;0.425541666666667;-0.916083333333333
OV101;OV;-2080375;-0.143571428571429;-1,57742E+14;2,03367E+14;2423625;-1975125;-0.458666666666667
OV102;OV;-4339125;0.559142857142857;-0.915083333333333;0.997083333333333;288675;-0.998791666666667;-1,08708E+14
OV103;OV;-3801375;0.189785714285714;-1774;-0.14925;2751375;0.950458333333333;-1,28667E+14
OV104;OV;-3260125;1,17107E+14;-1,08892E+14;147825;2991375;-0.493333333333333;-0.701083333333333
OV105;OV;-3472;-0.232785714285714;-0.680083333333333;0.86025;2.19;-109775;0.383
OV106;OV;-3572875;0.0656428571428571;-1,24742E+14;1,29767E+14;323975;0.523708333333333;-1,19492E+14
OV107;OV;-3944875;12655;-318775;1,69858E+14;1713875;-0.58225;-0.396583333333333
OV108;OV;-3356;0.394714285714286;-2,31633E+14;1,59317E+14;1994625;-1,04996E+14;-1,40808E+14
OV109;OV;-350275;-0.459142857142857;-141875;2,78842E+14;1896875;-2,53292E+14;-1,12342E+14
OV110;OV;-5023875;-2,71593E+14;0.376083333333333;1,92692E+14;38665;-2,45254E+14;0.160666666666667
OV111;OV;-3280875;0.13;-1,17258E+14;0.593083333333333;114275;-1,63246E+14;-0.846666666666667
OV112;OV;-4088875;1,24029E+14;-1,31558E+14;1048;0.181;0.972833333333333;-1329
OV113;OV;-381875;0.284071428571429;-21995;2,28392E+14;0.94275;-1,86942E+14;-1,05267E+14
OV114;OV;-3947375;-0.112571428571429;-1,60817E+14;0.888;3009;0.623916666666667;-0.868833333333333
OV115;OV;-3074625;-0.226428571428571;-2,62342E+14;1,61367E+14;0.6545;-1,20383E+14;1,47733E+14
OV116;OV;-3611125;-0.437642857142857;0.2165;1,57392E+14;1794375;-2,90292E+14;-0.984666666666667
OV117;OV;-4175125;-0.389214285714286;-115575;1,13992E+14;1986;-1961;-147775
OV118;OV;-3664125;0.727714285714286;-1698;2675;3005625;-1,73704E+14;0.0425
OV119;OV;-3327875;0.6345;-119825;-0.418916666666667;312125;136775;-1,28892E+14
OV120;OV;-4134375;-0.667357142857143;0.23325;1,49242E+14;2107125;-2,61383E+14;-0.78525
OV121;OV;-3468875;-0.340428571428571;-2,16533E+14;15505;3133125;-2,29721E+14;-0.826416666666667
OV122;OV;-3363;-0.0744285714285714;-0.0303333333333333;249675;1637625;-2,37204E+14;-0.1425
OV123;OV;-359325;-1,12921E+14;-0.899916666666667;0.718166666666667;1771625;-0.81925;-0.613166666666667
OV124;OV;-4749625;0.347142857142857;-0.262416666666667;1,44833E+14;3596125;-0.575916666666667;-119525
OV125;OV;-472525;1,22686E+14;-18665;0.336916666666667;2082375;-0.623958333333333;-1,07933E+14
OV126;OV;-4670125;-0.450285714285714;-0.388083333333333;1,28908E+14;39825;0.290375;-1,33133E+14
OV127;OV;-595625;-0.607714285714286;-1,81358E+14;176275;-0.661875;-3,18946E+14;-1,30808E+14
OV128;OV;-3102375;0.679357142857143;-0.4875;1,01183E+14;312275;0.800041666666667;-0.8125
OV129;OV;-3194875;1,38343E+14;-2,80733E+14;26375;0.157875;-0.383916666666667;-1,11583E+14
OV130;OV;-440875;1,92757E+14;0.5595;0.34075;3673375;-1,04546E+14;-143575
OV131;OV;-3990125;1,28157E+14;-0.402916666666667;-0.253166666666667;2658;1,27392E+14;-0.62475
OV132;OV;-4423375;-0.156142857142857;-1,96933E+14;0.79075;246975;-0.667916666666667;-1,17658E+14
OV133;OV;-3918375;0.641785714285714;-2,16308E+14;1,55858E+14;1927125;-1730625;-1,37683E+14
OV134;OV;-4379;0.2445;-0.449833333333333;-0.0851666666666667;2785875;0.345041666666667;-1,39542E+14
OV135;OV;-479975;1,43207E+14;0.220916666666667;2,05492E+14;3339375;-1,17829E+14;-1,10167E+14
OV136;OV;-40925;0.826142857142857;-1,68658E+14;1285;3172375;-0.744333333333333;-1,07442E+14
OV137;OV;-38285;0.851214285714286;0.154833333333333;1,29533E+14;2622;-1624125;-12285
OV138;OV;-4097375;0.695785714285714;-149475;164925;293825;1590125;-1,01317E+14
OV139;OV;-5214;1,02386E+14;-1,55108E+14;2,64317E+14;2851625;0.349833333333333;-0.584833333333333
OV140;OV;-45205;-0.397428571428571;-0.519666666666667;234375;2923875;-17795;-1,15508E+14
OV141;OV;-4410375;-0.182142857142857;-0.652083333333333;119325;180425;-3328125;-1696
OV142;OV;-4213125;0.161071428571429;-0.123416666666667;0.13875;22735;-2,68129E+14;-1,07767E+14
OV143;OV;-52035;0.978071428571429;-1,89783E+14;0.812416666666667;2498;-2,74233E+14;-1,58658E+14
OV144;OV;-309175;-0.699642857142857;-1,61808E+14;-0.577;0.309;-2,32067E+14;-1,16467E+14
OV145;OV;-4767375;0.841357142857143;-1,36333E+14;0.958833333333333;2022625;0.26425;-16645
OV146;OV;-49065;1,06257E+14;-0.864;1935;4041375;-1136;-0.56525
OV147;OV;-449575;0.122785714285714;-1,21567E+14;1852;361475;-2,62242E+14;-1,53658E+14
OV148;OV;-4402875;-1,31521E+14;-0.742083333333333;1,31492E+14;1262125;-1411625;-167475
OV149;OV;-4345;0.263285714285714;-0.980833333333333;3,39142E+14;1452375;-1,89992E+14;-0.929583333333333
OV150;OV;-384875;0.0912142857142857;-10365;-0.129833333333333;-0.137375;-0.47025;-0.765583333333333
OV151;OV;-445525;0.383714285714286;-1,53717E+14;25895;3;-1723;-123625
OV152;OV;-423125;-0.577071428571428;-20135;1,31717E+14;2760875;-0.256666666666667;-0.185833333333333
OV153;OV;-4114875;1,10979E+14;-0.13325;2,64833E+14;2466875;0.01275;-0.625166666666667
OV154;OV;-5029875;0.971714285714286;-1,14967E+14;191875;1417375;0.0115833333333334;-13365
OV155;OV;-5244;-0.0168571428571429;0.589583333333333;0.91475;2045;-3,58404E+14;0.22025
OV156;OV;-4014375;0.426428571428571;0.0733333333333333;1,34083E+14;2477375;-0.741666666666667;-243475
OV157;OV;-42255;-1,26114E+14;-1,68658E+14;1,45233E+14;17945;0.21175;-126975
OV158;OV;-442275;-1,92221E+14;-152775;2,61258E+14;2124625;-1,76492E+14;-0.594
OV159;OV;-4280875;1,11786E+14;1,83517E+14;143825;413375;-0.835166666666667;-0.681833333333333
OV160;OV;-27595;0.2355;-1,43583E+14;-12005;2920875;-0.813;-1,84292E+14
OV161;OV;-455625;1,35979E+14;0.23925;-2,47158E+14;314675;-1,34279E+14;-1,64317E+14
OV162;OV;-438775;1,28807E+14;-0.79025;0.359916666666667;29545;-1,28204E+14;-1627
OV163;OV;-5065875;1,27329E+14;-0.677916666666667;1,79767E+14;28145;-2,06242E+14;-1,43308E+14
OV164;OV;-4505;1,36636E+14;-1,27942E+14;2,03408E+14;284525;-1,39883E+14;-1,28983E+14
OV165;OV;-456275;-0.986714285714286;-2,64883E+14;1,30492E+14;1226875;-1,05267E+14;0.1975
OV166;OV;-4409125;0.479142857142857;-1,60192E+14;1,60783E+14;1313875;-2534625;-1,40858E+14
OV167;OV;-4719125;0.353357142857143;-1,30608E+14;0.731;27615;-0.9465;-1334
OV168;OV;-4704;0.171285714285714;0.292416666666667;2,50583E+14;28035;-1,96679E+14;-17565
OV169;OV;-42155;1,08636E+14;-179225;2,33383E+14;21825;-1,58583E+14;-0.723333333333333
OV170;OV;-5208625;0.620642857142857;-1,78417E+14;0.756833333333333;260525;-3282375;-0.7835
OV171;OV;-43075;0.796428571428572;-1,00233E+14;18425;255225;-0.200708333333333;-0.2605
OV172;OV;-3824375;0.870571428571429;-0.036;0.325416666666667;3433125;-0.913375;-1,32008E+14
OV173;OV;-455675;1,47786E+14;-223375;1767;12435;-15885;-1,28217E+14
OV174;OV;-3910375;1,03929E+14;0.16425;2,71358E+14;3026;-0.752083333333334;-0.290416666666667
OV175;OV;-38405;0.807142857142857;-0.762416666666667;293925;2007;-2,69321E+14;-1,60442E+14
OV176;OV;-326725;-1,17029E+14;0.213333333333333;-0.504833333333333;2941;0.475958333333333;-0.160083333333333
OV177;OV;-3661875;1,00093E+14;0.0234166666666666;0.47225;13135;-1834375;-0.955083333333333
OV178;OV;-5781875;-0.0446428571428571;-2,10867E+14;159975;291675;-3,35733E+14;-2,05883E+14
OV179;OV;-483175;0.580071428571429;-0.790916666666666;1,78558E+14;1605875;-2,76792E+14;-15195
OV180;OV;-4366625;0.126307692307692;-152375;0.877666666666667;2045375;-2101875;-269625
OV181;OV;-43515;0.486642857142857;-1471;1982;3622875;-1044;-1,94617E+14
OV182;OV;-3164625;0.512142857142857;-1,57392E+14;1,37608E+14;2875125;-2217875;-0.994
OV183;OV;-36935;0.240285714285714;-1262;0.88425;2374375;-3,04692E+14;-1,94233E+14
OV184;OV;-2654875;-0.207785714285714;0.151166666666667;-346925;-0.52175;1794625;-0.80825
OV185;OV;-3806625;-0.295;-1478;13775;1853;-2,94208E+14;-0.637666666666667
OV186;OV;-4163375;0.970428571428572;-0.861666666666667;1,24483E+14;362225;1,00858E+14;-1127
OV187;OV;-4179375;0.9835;-1577;1,25267E+14;31405;-0.545416666666667;-0.408333333333333
